05-01 18:23:45.247 I/om.streamfr.app( 4621): Background concurrent mark compact GC freed 3893KB AllocSpace bytes, 10(1484KB) LOS objects, 49% free, 12MB/24MB, paused 8.172ms,42.104ms total 355.622ms
05-01 18:23:58.016 W/gle.android.gms( 1606): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~57S_fR0TvGVzg9B8YsgPeA==/com.streamfr.app-LEPjIGdb4bUAAiOsv1E6gA==/base.apk' with 1 weak references
05-01 18:24:01.450 I/om.streamfr.app( 4621): Background concurrent mark compact GC freed 12MB AllocSpace bytes, 89(2960KB) LOS objects, 49% free, 10MB/21MB, paused 800us,13.468ms total 485.836ms
05-01 18:24:02.558 I/om.streamfr.app( 4621): NativeAlloc concurrent mark compact GC freed 8412KB AllocSpace bytes, 1(104KB) LOS objects, 49% free, 13MB/26MB, paused 9.836ms,3.711ms total 265.140ms
05-01 18:24:03.544 I/Zygote  (  391): Process 4601 exited due to signal 9 (Killed)
05-01 18:24:03.561 I/Zygote  (  391): Process 4130 exited due to signal 9 (Killed)
05-01 18:24:03.570 I/Zygote  (  391): Process 4161 exited due to signal 9 (Killed)
05-01 18:24:03.597 I/om.streamfr.app( 4621): NativeAlloc concurrent mark compact GC freed 10MB AllocSpace bytes, 0(0B) LOS objects, 49% free, 13MB/27MB, paused 2.821ms,24.799ms total 349.023ms
05-01 18:24:05.081 W/om.streamfr.app( 4621): Entry not found
05-01 18:24:05.098 I/AppsFilter(  610): interaction: PackageSetting{2f55bbd com.streamfr.app/10209} -> PackageSetting{4e97b71 com.android.cts.priv.ctsshim/10184} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{28a8d97 com.android.internal.emulation.pixel_7/10024} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{5ec7b84 com.android.internal.emulation.pixel_8/10026} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f6aff6d com.android.internal.emulation.pixel_9/10027} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{5b027a2 com.google.android.captiveportallogin/10116} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{1606c33 android.auto_generated_characteristics_rro/10083} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{977cbf0 com.google.android.appsearch.apk/10191} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3c52569 com.android.musicfx/10105} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{48d1bee com.google.android.apps.docs/10150} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{dd5d1cd com.google.android.apps.maps/10157} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{6ab988f com.google.android.markup/10154} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{281af25 com.google.android.rkpdapp/10190} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3308fa com.google.android.contacts/10151} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{dd32eab com.android.server.telecom.auto_generated_rro_product__/10078} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{e652908 com.android.phone.auto_generated_characteristics_rro/10076} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7c318a1 com.google.android.overlay.googleconfig/10039} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{d18bac6 com.android.chrome/10146} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7940a87 com.android.bips.auto_generated_rro_product__/10002} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{a7cdb4 com.google.android.apps.customization.pixel/10155} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{5579ddd com.google.android.tag/10108} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{e55bd52 com.google.android.overlay.permissioncontroller/10036} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{99cc823 com.google.android.partnersetup/10137} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{ace1120 com.google.android.apps.wallpaper.nexus/10153} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{1b53ad9 com.google.android.apps.nexuslauncher/10176} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{eee5c9e com.android.theme.font.notoserifsource/10034} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{be9c37f com.google.android.safetycenter.resources/10195} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f531f4c com.android.internal.display.cutout.emulation.waterfall/10009} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{ab5ab95 com.android.internal.systemui.navbar.transparent/10082} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3dfa4aa com.google.android.connectivity.resources/10192} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{fe1189b com.android.providers.contacts.auto_generated_rro_product__/10003} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{b38e438 com.google.android.feedback/10172} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{8126c11 com.google.android.printservice.recommendation/10119} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{2eb6176 com.google.android.apps.photos/10165} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f527bb8 com.google.android.calendar/10149} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{d2ea377 com.google.android.documentsui/10099} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7b40be4 com.android.systemui.emulation.pixel_3a_xl/10056} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{9a0b84d com.android.systemui.emulation.pixel_6_pro/10062} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{a241f02 com.android.systemui.emulation.pixel_7_pro/10065} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{600013 com.android.systemui.emulation.pixel_8_pro/10068} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{a980250 com.android.systemui.emulation.pixel_9_pro/10071} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{d4d8c49 com.android.carrierconfig.auto_generated_rro_product__/10005} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{439294e com.android.devicediagnostics.auto_generated_rro_product__/10006} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7408a6f com.android.providers.partnerbookmarks/10122} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{182f37c com.android.wallpaper.livepicker/10104} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{8d9a405 com.android.providers.telephony.auto_generated_rro_product__/10080} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{5828c5a com.android.phone.auto_generated_rro_vendor__/10085} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{6f55e8b com.android.imsserviceentitlement/10132} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3c9cb68 com.android.internal.emulation.pixel_9_pro_xl/10032} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3557b81 com.google.android.healthconnect.controller/10197} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{dcd1426 com.android.internal.emulation.pixel_2_xl/10011} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7d95867 com.android.internal.emulation.pixel_3_xl/10012} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7243614 com.android.internal.emulation.pixel_4_xl/10016} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{a5d4ebd com.android.internal.emulation.pixel_fold/10035} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{ae64cb2 com.android.bookmarkprovider/10114} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3191403 com.google.android.overlay.pixelconfigcommon/10044} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{3189f80 com.android.systemui.accessibility.accessibilitymenu.auto_generated_rro_product__/10000} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f1519b9 com.android.systemui.emulation.pixel_3a/10055} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7e881fe com.android.systemui.emulation.pixel_4a/10059} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{e0eed5f com.android.systemui.emulation.pixel_6a/10063} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f2833ac com.android.systemui.emulation.pixel_7a/10066} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{6e49875 com.android.systemui.emulation.pixel_8a/10069} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7422108 com.google.android.settings.intelligence/10141} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{2608871 com.google.android.projection.gearhead/10131} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f5f007b com.google.android.uwb.resources/10200} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{512b656 com.android.cts.ctsshim/10185} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{7bade98 com.google.android.wifi.resources/10201} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{bf346f1 com.google.android.wifi.dialog/10203} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{598d2d6 com.android.wallpaper/10177} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{c448792 com.android.microdroid.empty_payload/10194} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{9d32957 com.google.android.apps.wallpaper/10180} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{5cb4c44 com.google.android.odad/10136} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{964612d com.android.settings.auto_generated_rro_product__/10049} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{b274662 com.android.systemui.emulation.pixel_9_pro_xl/10073} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{8f703f3 com.android.companiondevicemanager.auto_generated_characteristics_rro/10001} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{552e8b0 com.android.internal.systemui.navbar.gestural/10045} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{f52e329 com.google.android.apps.youtube.music/10164} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{23766ae com.android.bluetoothmidiservice/10111} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{b73ec4f com.android.storagemanager.auto_generated_rro_product__/10052} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{675dfdc com.google.android.cellbroadcastreceiver/10187} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{a8d88e5 com.android.phone.auto_generated_rro_product__/10077} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{4173fba com.android.systemui.emulation.pixel_9_pro_fold/10072} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{72cfe6b android.auto_generated_rro_product__/10084} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{56f1dc8 com.google.android.inputmethod.latin/10156} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{c12ce61 android.auto_generated_rro_vendor__/10086} BLOCKED
05-01 18:30:28.548 I/AppsFilter(  610): interaction: PackageSetting{87aca68 com.streamfr.app/10209} -> PackageSetting{ee99d86 com.google.android.apps.restore/10135} BLOCKED
05-01 18:30:28.612 I/ImeTracker(  610): com.streamfr.app:62c51540: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
05-01 18:30:28.612 I/ImeTracker(  610): com.streamfr.app:62c51540: onCancelled at PHASE_SERVER_SHOULD_HIDE
05-01 18:30:28.624 I/GoogleInputMethodService( 6550): GoogleInputMethodService.onStartInput():1986 onStartInput(EditorInfo{EditorInfo{packageName=com.streamfr.app, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
05-01 18:30:28.627 W/PackageConfigPersister(  610): App-specific configuration not found for packageName: com.streamfr.app and userId: 0
05-01 18:30:28.688 W/JobScheduler(  610): Job didn't exist in JobStore: 1bad587 {androidx.work.systemjobscheduler} #u0a209/1 @androidx.work.systemjobscheduler@com.streamfr.app/androidx.work.impl.background.systemjob.SystemJobService
05-01 18:30:28.816 D/CoreBackPreview(  610): Window{be990df u0 Splash Screen com.streamfr.app EXITING}: Setting back callback null
05-01 18:30:28.817 W/InputManager-JNI(  610): Input channel object 'be990df Splash Screen com.streamfr.app (client)' was disposed without first being removed with the input manager!
05-01 18:30:28.965 I/AppsFilter(  610): interaction: PackageSetting{c448792 com.android.microdroid.empty_payload/10194} -> PackageSetting{7e6e161 com.streamfr.app/10209} BLOCKED
05-01 18:30:28.973 D/CarrierSvcBindHelper( 1229): onPackageModified: com.streamfr.app
05-01 18:30:28.985 D/ShortcutService(  610): changing package: com.streamfr.app userId0
05-01 18:30:28.991 D/ImsResolver( 1229): maybeAddedImsService, packageName: com.streamfr.app
05-01 18:30:28.994 D/ShortcutService(  610): handlePackageChanged: com.streamfr.app user=0
05-01 18:30:28.994 D/ShortcutService(  610): rescanPackageIfNeeded 0@com.streamfr.app, forceRescan=true , isNewApp=true
05-01 18:30:29.007 D/ShortcutService(  610): Package com.streamfr.app has 0 manifest shortcut(s), and 0 share target(s)
05-01 18:30:29.019 I/AiAiEcho( 1608): AppFetcherImpl onPackageChanged com.streamfr.app.
05-01 18:30:29.023 I/AiAiEcho( 1608): AppIndexer Package:[com.streamfr.app] UserProfile:[0] Enabled:[true].
05-01 18:30:29.025 I/AiAiEcho( 1608): AppFetcherImplV2 updateApps package:[com.streamfr.app], userId:[0], reason:[package is updated.].
05-01 18:30:29.055 I/om.streamfr.app( 7248): Compiler allocated 5174KB to compile void android.view.ViewRootImpl.performTraversals()
05-01 18:30:29.108 D/PackageUpdatedTask( 1315): Package updated: mOp=UPDATE packages=[com.streamfr.app]
05-01 18:30:33.546 D/ProfileInstaller( 7248): Installing profile for com.streamfr.app
05-01 18:30:37.160 W/om.streamfr.app( 7248): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~bPQgiPgGlIc4f_yzR_k1wg==/com.google.android.webview-kMTAztJG_OgKhjQyYyxwAw==/WebViewGoogle.apk' with 2 weak references
05-01 18:30:40.968 I/ActivityTaskManager(  610): START u0 {flg=0x10008000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} with LAUNCH_MULTIPLE from uid 10209 (BAL_ALLOW_VISIBLE_WINDOW) result code=0
05-01 18:30:40.972 W/ActivityTaskManager(  610): Duplicate finish request for r=ActivityRecord{880ee3d u0 com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity t9 f}}
05-01 18:30:40.975 V/WindowManagerShell( 1028): Transition requested (#39): android.os.BinderProxy@48c9172 TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=9 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity } baseActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} topActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} origActivity=null realActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} numActivities=1 lastActiveTime=514082 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@456d9c3} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(132, 0 - 0, 0) topActivityInfo=ActivityInfo{f265240 com.streamflixreborn.streamflix.activities.main.MainMobileActivity} launchCookies=[android.os.BinderProxy@dacbcc7] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= falseisLetterboxEducationEnabled= true isLetterboxDoubleTapEnabled= false topActivityEligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=2400 topActivityLetterboxHeight=1080 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false cameraCompatTaskInfo=CameraCompatTaskInfo { cameraCompatControlState=hidden freeformCameraCompatMode=inactive}}}, pipTask = null, remoteTransition = null, displayChange = null, flags = 0, debugId = 39 }
05-01 18:30:40.983 D/CoreBackPreview(  610): Window{ef1387a u0 Splash Screen com.streamfr.app}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@1f9a488, mPriority=0, mIsAnimationCallback=false}
05-01 18:30:40.983 D/ConnectivityService(  610): requestNetwork for uid/pid:10209/7248 activeRequest: null callbackRequest: 239 [NetworkRequest [ REQUEST id=240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10209 RequestorUid: 10209 RequestorPkg: com.streamfr.app UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false
05-01 18:30:40.985 D/OemPaidWifiNetworkFactory(  610): got request NetworkRequest [ REQUEST id=240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10209 RequestorUid: 10209 RequestorPkg: com.streamfr.app UnderlyingNetworks: Null] ]
05-01 18:30:40.985 D/MultiInternetWifiNetworkFactory(  610): got request NetworkRequest [ REQUEST id=240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10209 RequestorUid: 10209 RequestorPkg: com.streamfr.app UnderlyingNetworks: Null] ]
05-01 18:30:40.986 D/WifiNetworkFactory(  610): got request NetworkRequest [ REQUEST id=240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10209 RequestorUid: 10209 RequestorPkg: com.streamfr.app UnderlyingNetworks: Null] ]
05-01 18:30:40.986 D/UntrustedWifiNetworkFactory(  610): got request NetworkRequest [ REQUEST id=240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10209 RequestorUid: 10209 RequestorPkg: com.streamfr.app UnderlyingNetworks: Null] ]
05-01 18:30:41.059 V/WindowManager(  610): Sent Transition (#39) createdAt=05-01 18:30:40.958 via request=TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=9 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity } baseActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} topActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} origActivity=null realActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} numActivities=1 lastActiveTime=514082 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{7e10e30 Task{7aa3632 #9 type=standard A=10209:com.streamfr.app}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(132, 0 - 0, 0) topActivityInfo=ActivityInfo{df50b5d com.streamflixreborn.streamflix.activities.main.MainMobileActivity} launchCookies=[android.os.BinderProxy@c13c82e] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= falseisLetterboxEducationEnabled= true isLetterboxDoubleTapEnabled= false topActivityEligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=2400 topActivityLetterboxHeight=1080 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false cameraCompatTaskInfo=CameraCompatTaskInfo { cameraCompatControlState=hidden freeformCameraCompatMode=inactive}}}, pipTask = null, remoteTransition = null, displayChange = null, flags = 0, debugId = 39 }
05-01 18:30:41.059 V/WindowManager(  610):         {null m=OPEN f=FILLS_TASK|IS_BEHIND_STARTING_WINDOW leash=Surface(name=ActivityRecord{a65e722 u0 com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity)/@0x7c15c07 sb=Rect(0, 0 - 0, 0) eb=Rect(0, 0 - 2400, 1080) d=-1->0 r=-1->1:-1 bc=ff000000 component=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity},
